movie_name,message_id,channel_id
Mandala Murders 2025,6,-1003181705395
Mandala Murders 2025,7,-1003181705395
Mandala Murders 2025,8,-1003181705395
Zebra 2024,9,-1003181705395
Zebra 2024,10,-1003181705395
Zebra 2024,11,-1003181705395
Zebra 2024,12,-1003181705395
Zebra 2024,13,-1003181705395
Zebra 2024,14,-1003181705395
Show Time 2025,15,-1003181705395
Show Time 2025,16,-1003181705395
Show Time 2025,17,-1003181705395
Show Time 2025,18,-1003181705395
Show Time 2025,19,-1003181705395
Show Time 2025,20,-1003181705395
Show Time 2025,21,-1003181705395
Show Time 2025,22,-1003181705395
Andhadhun 2018,23,-1003181705395
Andhadhun 2018,24,-1003181705395
Andhadhun 2018,25,-1003181705395
Andhadhun 2018,26,-1003181705395
Andhadhun 2018,27,-1003181705395
Andhadhun 2018,28,-1003181705395
Andhadhun 2018,29,-1003181705395
Lokah Chapter 1 Chandra 2025,30,-1003181705395
Lokah Chapter 1 Chandra 2025,31,-1003181705395
Lokah Chapter 1 Chandra 2025,32,-1003181705395
Lokah Chapter 1 Chandra 2025,33,-1003181705395
Lokah Chapter 1 Chandra 2025,34,-1003181705395
Idli Kadai 2025,35,-1003181705395
Idli Kadai 2025,36,-1003181705395
Idli Kadai 2025,37,-1003181705395
Idli Kadai 2025,38,-1003181705395
Idli Kadai 2025,39,-1003181705395
Idli Kadai 2025,40,-1003181705395
Bachhala Malli 2024,41,-1003181705395
Bachhala Malli 2024,42,-1003181705395
Bachhala Malli 2024,43,-1003181705395
Bachhala Malli 2024,44,-1003181705395
Bachhala Malli 2024,45,-1003181705395
Bachhala Malli 2024,46,-1003181705395
Bachhala Malli 2024,47,-1003181705395
Bachhala Malli 2024,48,-1003181705395
Bachhala Malli 2024,49,-1003181705395
Bachhala Malli 2024,50,-1003181705395
Rangeen 2025,51,-1003181705395
Rangeen 2025,52,-1003181705395
Rangeen 2025,53,-1003181705395
Seesaw 2025,54,-1003181705395
Seesaw 2025,55,-1003181705395
Baahubali The Epic 2025,4,-1002831605258
Baahubali The Epic 2025,5,-1002831605258
O Romeo 2026,56,-1002831605258
O Romeo 2026,57,-1002831605258
O Romeo 2026,58,-1002831605258
O Romeo 2026,59,-1002831605258
O Romeo 2026,60,-1002831605258
O Romeo 2026,61,-1002831605258
Assi 2026,62,-1002831605258
Assi 2026,63,-1002831605258
Assi 2026,64,-1002831605258
Assi 2026,65,-1002831605258
Assi 2026,66,-1002831605258
Dhurandhar The Revenge 2026,68,-1002831605258
Dhurandhar The Revenge 2026,69,-1002831605258
Dhurandhar The Revenge 2026,70,-1002831605258
Dhurandhar The Revenge 2026,71,-1002831605258
Dhurandhar The Revenge 2026,72,-1002831605258
Dhurandhar The Revenge 2026,73,-1002831605258
Bhooth Bangla 2026,74,-1002831605258
Bhooth Bangla 2026,75,-1002831605258
Bhooth Bangla 2026,76,-1002831605258
Bhooth Bangla 2026,77,-1002831605258
Bhooth Bangla 2026,78,-1002831605258
